kode_provinsi,nama_provinsi,jenis_sarana_kesehatan,tahun,jumlah
81,"Prov. Maluku","Posyandu",2005,987
81,"Prov. Maluku","Posyandu",2006,1360
81,"Prov. Maluku","Posyandu",2007,1360
81,"Prov. Maluku","Posyandu",2008,837
81,"Prov. Maluku","Posyandu",2009,1894
81,"Prov. Maluku","Posyandu",2010,1894
81,"Prov. Maluku","Posyandu",2011,1894
81,"Prov. Maluku","Posyandu",2012,1894
81,"Prov. Maluku","Puskesmas",2000,96
81,"Prov. Maluku","Puskesmas",2001,100
81,"Prov. Maluku","Puskesmas",2002,96
81,"Prov. Maluku","Puskesmas",2003,98
81,"Prov. Maluku","Puskesmas",2004,103
81,"Prov. Maluku","Puskesmas",2005,109
81,"Prov. Maluku","Puskesmas",2006,125
81,"Prov. Maluku","Puskesmas",2007,142
81,"Prov. Maluku","Puskesmas",2008,153
81,"Prov. Maluku","Puskesmas",2009,135
81,"Prov. Maluku","Puskesmas",2010,135
81,"Prov. Maluku","Puskesmas",2011,135
81,"Prov. Maluku","Puskesmas",2012,135
81,"Prov. Maluku","Pustu",2000,291
81,"Prov. Maluku","Pustu",2001,306
81,"Prov. Maluku","Pustu",2002,291
81,"Prov. Maluku","Pustu",2003,308
81,"Prov. Maluku","Pustu",2004,340
81,"Prov. Maluku","Pustu",2005,356
81,"Prov. Maluku","Pustu",2006,0
81,"Prov. Maluku","Pustu",2007,0
81,"Prov. Maluku","Pustu",2008,384
81,"Prov. Maluku","Pustu",2009,340
81,"Prov. Maluku","Pustu",2010,340
81,"Prov. Maluku","Pustu",2011,340
81,"Prov. Maluku","Pustu",2012,340
82,"Prov. Maluku Utara","Polindes",2000,0
82,"Prov. Maluku Utara","Polindes",2001,0
82,"Prov. Maluku Utara","Polindes",2002,0
82,"Prov. Maluku Utara","Polindes",2003,0
82,"Prov. Maluku Utara","Polindes",2004,353
82,"Prov. Maluku Utara","Polindes",2005,352
82,"Prov. Maluku Utara","Polindes",2006,0
82,"Prov. Maluku Utara","Polindes",2007,0
82,"Prov. Maluku Utara","Polindes",2008,205
82,"Prov. Maluku Utara","Polindes",2009,0
82,"Prov. Maluku Utara","Polindes",2010,0
82,"Prov. Maluku Utara","Polindes",2011,0
82,"Prov. Maluku Utara","Polindes",2012,0
82,"Prov. Maluku Utara","Posyandu",2000,0
82,"Prov. Maluku Utara","Posyandu",2001,0
82,"Prov. Maluku Utara","Posyandu",2002,0
82,"Prov. Maluku Utara","Posyandu",2003,0
82,"Prov. Maluku Utara","Posyandu",2004,0
82,"Prov. Maluku Utara","Posyandu",2005,1112
82,"Prov. Maluku Utara","Posyandu",2006,0
82,"Prov. Maluku Utara","Posyandu",2007,0
82,"Prov. Maluku Utara","Posyandu",2008,981
82,"Prov. Maluku Utara","Posyandu",2009,1318
82,"Prov. Maluku Utara","Posyandu",2010,1318
82,"Prov. Maluku Utara","Posyandu",2011,1318
82,"Prov. Maluku Utara","Posyandu",2012,1318
82,"Prov. Maluku Utara","Puskesmas",2000,52
82,"Prov. Maluku Utara","Puskesmas",2001,46
82,"Prov. Maluku Utara","Puskesmas",2002,49
82,"Prov. Maluku Utara","Puskesmas",2003,53
82,"Prov. Maluku Utara","Puskesmas",2004,55
82,"Prov. Maluku Utara","Puskesmas",2005,56
82,"Prov. Maluku Utara","Puskesmas",2006,62
82,"Prov. Maluku Utara","Puskesmas",2007,64
82,"Prov. Maluku Utara","Puskesmas",2008,91
82,"Prov. Maluku Utara","Puskesmas",2009,96
82,"Prov. Maluku Utara","Puskesmas",2010,96
82,"Prov. Maluku Utara","Puskesmas",2011,96
82,"Prov. Maluku Utara","Puskesmas",2012,96
82,"Prov. Maluku Utara","Pustu",2000,210
82,"Prov. Maluku Utara","Pustu",2001,192
82,"Prov. Maluku Utara","Pustu",2002,224
82,"Prov. Maluku Utara","Pustu",2003,221
82,"Prov. Maluku Utara","Pustu",2004,212
82,"Prov. Maluku Utara","Pustu",2005,213
82,"Prov. Maluku Utara","Pustu",2006,0
82,"Prov. Maluku Utara","Pustu",2007,0
82,"Prov. Maluku Utara","Pustu",2008,203
82,"Prov. Maluku Utara","Pustu",2009,242
82,"Prov. Maluku Utara","Pustu",2010,242
82,"Prov. Maluku Utara","Pustu",2011,242
82,"Prov. Maluku Utara","Pustu",2012,242
91,"Prov. Papua Barat","Polindes",2000,0
91,"Prov. Papua Barat","Polindes",2001,0
91,"Prov. Papua Barat","Polindes",2002,0
91,"Prov. Papua Barat","Polindes",2003,0
91,"Prov. Papua Barat","Polindes",2004,59
91,"Prov. Papua Barat","Polindes",2005,166
91,"Prov. Papua Barat","Polindes",2006,167
91,"Prov. Papua Barat","Polindes",2007,302
91,"Prov. Papua Barat","Polindes",2008,218
91,"Prov. Papua Barat","Polindes",2009,0
91,"Prov. Papua Barat","Polindes",2010,0
91,"Prov. Papua Barat","Polindes",2011,0
91,"Prov. Papua Barat","Polindes",2012,0
91,"Prov. Papua Barat","Posyandu",2000,0
91,"Prov. Papua Barat","Posyandu",2001,0
91,"Prov. Papua Barat","Posyandu",2002,0
91,"Prov. Papua Barat","Posyandu",2003,0
91,"Prov. Papua Barat","Posyandu",2004,0
91,"Prov. Papua Barat","Posyandu",2005,448
91,"Prov. Papua Barat","Posyandu",2006,0
91,"Prov. Papua Barat","Posyandu",2007,1055
91,"Prov. Papua Barat","Posyandu",2008,791
91,"Prov. Papua Barat","Posyandu",2009,1122
91,"Prov. Papua Barat","Posyandu",2010,1122
91,"Prov. Papua Barat","Posyandu",2011,1122
91,"Prov. Papua Barat","Posyandu",2012,1122
91,"Prov. Papua Barat","Puskesmas",2000,0
91,"Prov. Papua Barat","Puskesmas",2001,0
91,"Prov. Papua Barat","Puskesmas",2002,0
91,"Prov. Papua Barat","Puskesmas",2003,0
91,"Prov. Papua Barat","Puskesmas",2004,55
91,"Prov. Papua Barat","Puskesmas",2005,60
91,"Prov. Papua Barat","Puskesmas",2006,81
91,"Prov. Papua Barat","Puskesmas",2007,83
91,"Prov. Papua Barat","Puskesmas",2008,96
91,"Prov. Papua Barat","Puskesmas",2009,105
91,"Prov. Papua Barat","Puskesmas",2010,105
91,"Prov. Papua Barat","Puskesmas",2011,105
91,"Prov. Papua Barat","Puskesmas",2012,105
91,"Prov. Papua Barat","Pustu",2000,0
91,"Prov. Papua Barat","Pustu",2001,0
91,"Prov. Papua Barat","Pustu",2002,0
91,"Prov. Papua Barat","Pustu",2003,0
91,"Prov. Papua Barat","Pustu",2004,236
91,"Prov. Papua Barat","Pustu",2005,233
91,"Prov. Papua Barat","Pustu",2006,0
91,"Prov. Papua Barat","Pustu",2007,0
91,"Prov. Papua Barat","Pustu",2008,352
91,"Prov. Papua Barat","Pustu",2009,249
91,"Prov. Papua Barat","Pustu",2010,249
91,"Prov. Papua Barat","Pustu",2011,249
91,"Prov. Papua Barat","Pustu",2012,249
94,"Prov. Papua","Polindes",2000,1399
94,"Prov. Papua","Polindes",2001,582
94,"Prov. Papua","Polindes",2002,1399
94,"Prov. Papua","Polindes",2003,110
94,"Prov. Papua","Polindes",2004,279
94,"Prov. Papua","Polindes",2005,346
94,"Prov. Papua","Polindes",2006,302
94,"Prov. Papua","Polindes",2007,167
94,"Prov. Papua","Polindes",2008,295
94,"Prov. Papua","Polindes",2009,0
94,"Prov. Papua","Polindes",2010,0
94,"Prov. Papua","Polindes",2011,0
94,"Prov. Papua","Polindes",2012,0
94,"Prov. Papua","Posyandu",2000,2704
94,"Prov. Papua","Posyandu",2001,840
94,"Prov. Papua","Posyandu",2002,2704
94,"Prov. Papua","Posyandu",2003,7126
94,"Prov. Papua","Posyandu",2004,7116
94,"Prov. Papua","Posyandu",2005,1270
94,"Prov. Papua","Posyandu",2006,2648
94,"Prov. Papua","Posyandu",2007,0
94,"Prov. Papua","Posyandu",2008,1507
94,"Prov. Papua","Posyandu",2009,2190
94,"Prov. Papua","Posyandu",2010,2190
94,"Prov. Papua","Posyandu",2011,2190
94,"Prov. Papua","Posyandu",2012,2190
94,"Prov. Papua","Puskesmas",2000,200
94,"Prov. Papua","Puskesmas",2001,221
94,"Prov. Papua","Puskesmas",2002,215
94,"Prov. Papua","Puskesmas",2003,217
94,"Prov. Papua","Puskesmas",2004,167
94,"Prov. Papua","Puskesmas",2005,168
94,"Prov. Papua","Puskesmas",2006,236
94,"Prov. Papua","Puskesmas",2007,246
94,"Prov. Papua","Puskesmas",2008,236
94,"Prov. Papua","Puskesmas",2009,266
94,"Prov. Papua","Puskesmas",2010,266
94,"Prov. Papua","Puskesmas",2011,266
94,"Prov. Papua","Puskesmas",2012,266
94,"Prov. Papua","Pustu",2000,784
94,"Prov. Papua","Pustu",2001,800
94,"Prov. Papua","Pustu",2002,844
94,"Prov. Papua","Pustu",2003,789
94,"Prov. Papua","Pustu",2004,546
94,"Prov. Papua","Pustu",2005,551
94,"Prov. Papua","Pustu",2006,0
94,"Prov. Papua","Pustu",2007,0
94,"Prov. Papua","Pustu",2008,649
94,"Prov. Papua","Pustu",2009,550
94,"Prov. Papua","Pustu",2010,550
94,"Prov. Papua","Pustu",2011,550
94,"Prov. Papua","Pustu",2012,550
